pair_id,replicate_index,baseline_arm_id,candidate_arm_id,pair_complete,baseline_target_hit_rate,candidate_target_hit_rate,target_hit_rate_delta,baseline_mean_total_reward,candidate_mean_total_reward,mean_total_reward_delta,baseline_mean_step_count,candidate_mean_step_count,mean_step_count_delta,claim_boundary
pairrep000,0,plate_support_direct_concrete_baseline,plate_support_selected_tower_candidate:plate_support_candidate:source_local_ratio_iterated:0:c8b8935b4c,1,0.09375,0.25,0.15625,-83.6875,-21.0,62.6875,48.78125,46.25,-2.53125,bounded paired smoke comparison under the Stage 5 target and budget; not a general tower-performance claim
pairrep001,1,plate_support_direct_concrete_baseline,plate_support_selected_tower_candidate:plate_support_candidate:source_local_ratio_iterated:0:c8b8935b4c,1,0.15625,0.21875,0.0625,-71.78125,-24.21875,47.5625,45.375,46.3125,0.9375,bounded paired smoke comparison under the Stage 5 target and budget; not a general tower-performance claim
pairrep002,2,plate_support_direct_concrete_baseline,plate_support_selected_tower_candidate:plate_support_candidate:source_local_ratio_iterated:0:c8b8935b4c,1,0.125,0.21875,0.09375,-78.1875,-24.96875,53.21875,46.8125,47.0625,0.25,bounded paired smoke comparison under the Stage 5 target and budget; not a general tower-performance claim
pairrep003,3,plate_support_direct_concrete_baseline,plate_support_selected_tower_candidate:plate_support_candidate:source_local_ratio_iterated:0:c8b8935b4c,1,0.09375,0.09375,0.0,-81.21875,-38.65625,42.5625,47.0625,48.125,1.0625,bounded paired smoke comparison under the Stage 5 target and budget; not a general tower-performance claim
