arm_id,candidate_id,schema_id,episode_count,target_hit_rate,mean_total_reward,comparison_role
plate_support_selected_tower_candidate:plate_support_candidate:source_local_ratio_iterated:0:c8b8935b4c,plate_support_candidate:source_local_ratio_iterated:0:c8b8935b4c,plate_support_schema_source_local_ratio_iterated_001_over_144_i032_v001,128,0.1953125,-27.2109375,selected_tower_candidate
