evaluation_id,run_id,instance_id,arm_id,numerator,denominator,schema_seed,replicate_index,status,first_projection_largest_state_cell_share,full_first_projection_collapse,near_full_first_projection_collapse,selected_tier_non_executability_count,no_available_action_count,zero_concrete_steps,missing_abc_context,structural_limit_classification
counterpoint_contraction_fraction_sweep_diagnostics_v001,counterpoint_symbolic_n3_small_v001-no_contraction_control-schema0-rep0,counterpoint_symbolic_n3_small_v001,no_contraction_control,0,18,0,0,success,,False,False,0,0,False,False,diagnostic_complete
counterpoint_contraction_fraction_sweep_diagnostics_v001,counterpoint_symbolic_n3_small_v001-n01_over_18-schema0-rep0,counterpoint_symbolic_n3_small_v001,n01_over_18,1,18,0,0,success,1.0,True,False,0,0,False,False,full_first_projection_collapse
counterpoint_contraction_fraction_sweep_diagnostics_v001,counterpoint_symbolic_n3_small_v001-n06_over_18-schema0-rep0,counterpoint_symbolic_n3_small_v001,n06_over_18,6,18,0,0,success,1.0,True,False,0,0,False,False,full_first_projection_collapse
