candidate_id,schema_id,schema_family_id,schema_seed,selection_status,allowed_downstream_stage,source_artifact_root
plate_support_candidate:source_local_ratio:0:342448ef2e,plate_support_schema_source_local_ratio_001_over_018_v001,source_local_ratio,0,selected_training_candidate,stage4_training_health,/Users/foster/big_boy_benchmarking/docs/evaluations/plate_support_5x5_default_v001/standard_gauntlet/artifacts/smoke_001/stages/contraction_schema_sweep
