suite_id,stage_id,run_label,status,started_at,ended_at,artifact_schema_version
plate_support_standard_gauntlet_v001,plate_support_gauntlet_tower_training_health_v001,iterated_001,complete,2026-06-07T22:40:14.685327+00:00,2026-06-07T22:40:20.381430+00:00,bbb.v001
