suite_id,stage_id,run_label,status,started_at,ended_at,artifact_schema_version
plate_support_standard_gauntlet_v001,plate_support_gauntlet_contraction_schema_sweep_v001,smoke_001,complete,2026-06-06T20:52:17.605245+00:00,2026-06-06T20:52:17.605416+00:00,bbb.v001
