candidate_group_id,seed_bundle_id,training_replicate_index,schema0_run_id,schema1_run_id,schema0_hit_status,schema1_hit_status,schema0_episodes_to_hit,schema1_episodes_to_hit,schema1_minus_schema0_episodes_to_hit,schema0_post_hit_window_mean,schema1_post_hit_window_mean,schema1_minus_schema0_post_hit_window_mean,schema0_post_hit_window_min,schema1_post_hit_window_min,schema1_minus_schema0_post_hit_window_min,schema0_post_hit_success_count,schema1_post_hit_success_count,schema1_minus_schema0_post_hit_success_count,pair_status,claim_blocked,interpretation
counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0,seed-7fe8666539580bdb,0,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-schema0_no_contraction-trainrep0,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-schema1_noisy_rate_one_drop-trainrep0,transient_hit_only,transient_hit_only,,,,,,,,,,,,,blocked_or_non_sustained,True,At least one schema arm lacked a sustained hit.
