candidate_id,schema_id,run_id,segment_name,duration_seconds
plate_support_candidate:source_local_ratio:0:342448ef2e,plate_support_schema_source_local_ratio_001_over_018_v001,smoke_001-plate-support-candidate-source-local-ratio-0-342448ef2e-trainrep1,run_total,0.6364162499085069
