evaluation_id,instance_id,arm_id,numerator,denominator,requested_rate,selector_rule_id,schema_seed,source_count_with_outgoing_edges,source_count_with_selected_edges,zero_selected_source_count,selected_source_share,realized_zero_source_share,min_selected_edges_per_source,mean_selected_edges_per_source,max_selected_edges_per_source,selected_edge_count_histogram_by_source,source_out_degree_histogram,selected_source_out_degree_histogram,expected_zero_source_share,source_coverage_class
counterpoint_noisy_rate_contraction_diagnostics_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001,no_contraction_control,0,1,0.0,no_contraction_control,0,3580,0,3580,0.0,1.0,0,0.0,0,"{""0"": 3580}",{},{},,no_contraction_control
counterpoint_noisy_rate_contraction_diagnostics_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_018,1,18,0.05555555555555555,counterpoint_sha256_edge_threshold_v001,0,3580,1934,1646,0.5402234636871508,0.45977653631284915,0,0.7821229050279329,6,"{""0"": 1646, ""1"": 1274, ""2"": 483, ""3"": 151, ""4"": 24, ""5"": 1, ""6"": 1}","{""10"": 264, ""11"": 92, ""12"": 344, ""13"": 180, ""14"": 292, ""15"": 376, ""16"": 148, ""17"": 160, ""18"": 372, ""19"": 264, ""20"": 104, ""21"": 104, ""22"": 152, ""3"": 4, ""4"": 104, ""5"": 24, ""6"": 248, ""7"": 124, ""8"": 4, ""9"": 220}","{""10"": 117, ""11"": 48, ""12"": 167, ""13"": 100, ""14"": 157, ""15"": 228, ""16"": 89, ""17"": 108, ""18"": 244, ""19"": 191, ""20"": 74, ""21"": 79, ""22"": 102, ""4"": 20, ""5"": 4, ""6"": 72, ""7"": 46, ""8"": 1, ""9"": 87}",0.47336128229722313,partial_source_coverage
