suite_id,stage_id,environment_family_id,environment_instance_id,status,claim_status,claim_boundary,artifact_root,source_stage_ids,source_artifact_paths,linearization_mode_id,state_collapser_dependency_status,complete_pair_count,mean_target_hit_rate_delta,blocking_reason
plate_support_standard_gauntlet_v001,plate_support_gauntlet_paired_replicate_comparison_v001,plate_support,plate_support_5x5_default_v001,complete,paired_comparison_negative_signal,bounded paired smoke comparison under the Stage 5 target and budget; not a general tower-performance claim,/Users/foster/big_boy_benchmarking/docs/evaluations/plate_support_5x5_default_v001/standard_gauntlet/artifacts/smoke_001/stages/paired_replicate_comparison,plate_support_gauntlet_candidate_discovery_v001;plate_support_gauntlet_tower_training_health_v001;plate_support_gauntlet_threshold_frontier_calibration_v001,/Users/foster/big_boy_benchmarking/docs/evaluations/plate_support_5x5_default_v001/standard_gauntlet/candidate_discovery/readout_source.json;/Users/foster/big_boy_benchmarking/docs/evaluations/plate_support_5x5_default_v001/standard_gauntlet/tower_training_health/readout_source.json;/Users/foster/big_boy_benchmarking/docs/evaluations/plate_support_5x5_default_v001/standard_gauntlet/threshold_frontier_calibration/readout_source.json,tensor_available_disabled,ok,4,-0.0703125,
