suite_id,stage_id,run_label,status,started_at,ended_at,artifact_schema_version
plate_support_standard_gauntlet_v001,plate_support_gauntlet_paired_replicate_comparison_v001,smoke_001,complete,2026-06-07T16:35:35.000293+00:00,2026-06-07T16:35:44.150903+00:00,bbb.v001
