run_id,schema_class_id,timing_summary
counterpoint_symbolic_n3_small_v001-p001_over_018-schema0-schema0_no_contraction-trainrep0,schema0_no_contraction,"{""algorithm_online"": 0.24496095499489456, ""linearization_setup"": 0.003959416993893683, ""total"": 0.24892037198878825}"
counterpoint_symbolic_n3_small_v001-p001_over_018-schema0-schema1_noisy_rate_one_drop-trainrep0,schema1_noisy_rate_one_drop,"{""algorithm_online"": 0.4069866283098236, ""linearization_setup"": 0.015895624994300306, ""total"": 0.4228822533041239}"
