evaluation_id,run_id,instance_id,arm_id,numerator,denominator,requested_rate,selector_rule_id,schema_seed,seed_bundle_id,replicate_index,episode_index,controller_event_index,active_tier_before,active_tier_after,deepest_known_tier,selected_tier,selected_tier_executable,predicted_movement_direction,control_action,decision_pressure,training_due,action_consistent,blocked_reason,concrete_step_emitted,lift_attempt_emitted
counterpoint_noisy_rate_contraction_diagnostics_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_012-schema0-rep0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_012,1,12,0.08333333333333333,counterpoint_sha256_edge_threshold_v001,0,seed-7fe8666539580bdb,0,0,0,0,1,1,1,True,descend,descend,1.0,False,True,,False,False
counterpoint_noisy_rate_contraction_diagnostics_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_012-schema0-rep0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_012,1,12,0.08333333333333333,counterpoint_sha256_edge_threshold_v001,0,seed-7fe8666539580bdb,0,0,1,1,1,1,1,True,at_selected,explore,1.0,False,True,lift_failure,False,True
counterpoint_noisy_rate_contraction_diagnostics_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_012-schema0-rep0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_012,1,12,0.08333333333333333,counterpoint_sha256_edge_threshold_v001,0,seed-7fe8666539580bdb,0,0,2,1,1,1,1,True,at_selected,explore,0.8,False,True,lift_failure,False,True
counterpoint_noisy_rate_contraction_diagnostics_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_012-schema0-rep0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_012,1,12,0.08333333333333333,counterpoint_sha256_edge_threshold_v001,0,seed-7fe8666539580bdb,0,0,3,1,1,1,1,True,at_selected,explore,0.6,False,True,lift_failure,False,True
counterpoint_noisy_rate_contraction_diagnostics_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_012-schema0-rep0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_012,1,12,0.08333333333333333,counterpoint_sha256_edge_threshold_v001,0,seed-7fe8666539580bdb,0,0,4,1,1,1,1,True,at_selected,explore,0.6,False,True,lift_failure,False,True
counterpoint_noisy_rate_contraction_diagnostics_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_012-schema0-rep0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_012,1,12,0.08333333333333333,counterpoint_sha256_edge_threshold_v001,0,seed-7fe8666539580bdb,0,0,5,1,1,1,1,True,at_selected,train,0.6,True,True,,False,False
counterpoint_noisy_rate_contraction_diagnostics_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_012-schema0-rep0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_012,1,12,0.08333333333333333,counterpoint_sha256_edge_threshold_v001,0,seed-7fe8666539580bdb,0,0,6,1,1,1,1,True,at_selected,explore,0.39999999999999997,False,True,lift_failure,False,True
counterpoint_noisy_rate_contraction_diagnostics_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_012-schema0-rep0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_012,1,12,0.08333333333333333,counterpoint_sha256_edge_threshold_v001,0,seed-7fe8666539580bdb,0,0,7,1,1,1,1,True,at_selected,explore,0.43333333333333335,False,True,lift_failure,False,True
counterpoint_noisy_rate_contraction_diagnostics_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_012-schema0-rep0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_012,1,12,0.08333333333333333,counterpoint_sha256_edge_threshold_v001,0,seed-7fe8666539580bdb,0,0,8,1,1,1,1,True,at_selected,explore,0.45714285714285713,False,True,lift_failure,False,True
counterpoint_noisy_rate_contraction_diagnostics_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_012-schema0-rep0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_012,1,12,0.08333333333333333,counterpoint_sha256_edge_threshold_v001,0,seed-7fe8666539580bdb,0,0,9,1,1,1,1,True,at_selected,train,0.475,True,True,,False,False
counterpoint_noisy_rate_contraction_diagnostics_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_012-schema0-rep0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_012,1,12,0.08333333333333333,counterpoint_sha256_edge_threshold_v001,0,seed-7fe8666539580bdb,0,0,10,1,1,1,1,True,at_selected,explore,0.37777777777777777,False,True,lift_failure,False,True
counterpoint_noisy_rate_contraction_diagnostics_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_012-schema0-rep0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_012,1,12,0.08333333333333333,counterpoint_sha256_edge_threshold_v001,0,seed-7fe8666539580bdb,0,0,11,1,1,1,1,True,at_selected,explore,0.39999999999999997,False,True,lift_failure,False,True
counterpoint_noisy_rate_contraction_diagnostics_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_012-schema0-rep0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_012,1,12,0.08333333333333333,counterpoint_sha256_edge_threshold_v001,0,seed-7fe8666539580bdb,0,0,12,1,1,1,1,True,at_selected,explore,0.41818181818181815,False,True,lift_failure,False,True
