suite_id,stage_id,environment_family_id,environment_instance_id,status,claim_status,claim_boundary,artifact_root,source_stage_ids,source_artifact_paths,linearization_mode_id,state_collapser_dependency_status,calibration_arm_count,target_policy_count,recommended_target_policy_id,recommended_stage6_episodes_per_replicate,recommended_stage6_replicates_per_arm,blocking_reason
plate_support_standard_gauntlet_v001,plate_support_gauntlet_threshold_frontier_calibration_v001,plate_support,plate_support_5x5_default_v001,complete,threshold_calibrated,threshold calibration evidence only; no tower-vs-flat comparison claim,/Users/foster/big_boy_benchmarking/docs/evaluations/plate_support_5x5_default_v001/standard_gauntlet/artifacts/iterated_001/stages/threshold_frontier_calibration,plate_support_gauntlet_structural_tower_diagnostics_v001;plate_support_gauntlet_tower_training_health_v001,/Users/foster/big_boy_benchmarking/docs/evaluations/plate_support_5x5_default_v001/standard_gauntlet/structural_and_tower_diagnostics/readout_source.json;/Users/foster/big_boy_benchmarking/docs/evaluations/plate_support_5x5_default_v001/standard_gauntlet/tower_training_health/readout_source.json,tensor_available_disabled,ok,1,1,plate_support_binary_goal_success_v001,32,4,
