evaluation_id,run_id,run_mode,candidate_group_id,schema_class_id,candidate_id,instance_id,arm_id,schema_seed,training_replicate_index,threshold_policy_id,hit_metric_id,hit_threshold_value,hit_persistence_rule_id,hit_persistence_window_length,hit_persistence_required_count,first_hit_episode_index,first_sustained_hit_episode_index,first_sustained_hit_training_step,hit_status,episodes_to_sustained_hit,training_steps_to_sustained_hit,post_hit_window_mean,post_hit_window_min,post_hit_window_success_count,hit_failure_reason
counterpoint_small_paired_replicate_probe_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-schema1_noisy_rate_one_drop-trainrep0,smoke_small_paired_replicate_probe,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0,schema1_noisy_rate_one_drop,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_018,0,0,counterpoint_total_space_sustained_reward_v001,episode_total_reward,13.0,4_of_5,5,4,0,,,transient_hit_only,,,,,,threshold_crossed_but_persistence_rule_not_met
