evaluation_id,run_id,candidate_id,instance_id,arm_id,schema_seed,training_replicate_index,active_tier,failure_reason,fiber_departure_reason,lift_attempt_count,lift_success_count,lift_failure_count,mean_candidate_count
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-trainrep0,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_018,0,0,1,no_lift_candidate_from_current_state,no_lift_candidate_from_current_state,191,0,191,1.094240837696335
