evaluation_id,run_id,candidate_id,training_replicate_index,episode_window_start,episode_window_end,mean_total_reward,mean_concrete_step_count,mean_lift_success_share,mean_selected_deepest_tier_share,mean_deepest_tier_concrete_step_share,zero_step_episode_count,learner_update_count
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-trainrep0,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0,0,0,3,0.4073863636363636,0.25,0.005208333333333333,1.0,1.0,3,252
