threshold_value,threshold_label,candidate_group_id,seed_bundle_id,training_replicate_index,schema0_run_id,schema1_run_id,schema0_hit_status,schema1_hit_status,schema0_episodes_to_hit,schema1_episodes_to_hit,schema1_minus_schema0_episodes_to_hit,schema0_post_hit_window_mean,schema1_post_hit_window_mean,schema1_minus_schema0_post_hit_window_mean,schema0_post_hit_window_min,schema1_post_hit_window_min,schema1_minus_schema0_post_hit_window_min,schema0_post_hit_success_count,schema1_post_hit_success_count,schema1_minus_schema0_post_hit_success_count,pair_status,claim_blocked,interpretation
12.0,r012000,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0,seed-7fe8666539580bdb,0,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-schema0_no_contraction-trainrep0,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-schema1_noisy_rate_one_drop-trainrep0,sustained_hit,sustained_hit,5.0,5.0,0.0,13.368636363636364,13.550757575757576,0.18212121212121168,12.961363636363636,13.169696969696968,0.20833333333333215,5.0,5.0,0.0,schema1_margin_higher,False,"Both arms sustained, and Schema 1 had higher post-hit mean."
13.0,r013000,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0,seed-7fe8666539580bdb,0,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-schema0_no_contraction-trainrep0,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-schema1_noisy_rate_one_drop-trainrep0,sustained_hit,sustained_hit,5.0,5.0,0.0,13.368636363636364,13.550757575757576,0.18212121212121168,12.961363636363636,13.169696969696968,0.20833333333333215,4.0,5.0,1.0,schema1_margin_higher,False,"Both arms sustained, and Schema 1 had higher post-hit mean."
