evaluation_id,run_id,candidate_id,status,training_health_class,artifact_complete,tower_noncollapsed,deepest_tier_executable,concrete_steps_positive,lift_successes_positive,learner_updates_positive,zero_step_episode_share,no_available_action_event_count,selected_tier_non_executability_count,claim_if_met,claim_if_not_met
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-trainrep0,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0,success,trainable_clean,True,True,True,True,True,True,0.0,0,0,Candidate supports tower-only training health under this locked budget.,Candidate does not support a clean training-health claim under this locked budget.
