candidate_group_id,seed_bundle_id,training_replicate_index,schema_class_id,run_id,post_hit_window_mean,post_hit_window_min,post_hit_window_success_count,threshold_margin_mean,threshold_margin_min,threshold_success_fraction,schema1_minus_schema0_post_hit_window_mean,schema1_minus_schema0_post_hit_window_min,schema1_minus_schema0_post_hit_success_count
counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0,seed-7fe8666539580bdb,0,schema0_no_contraction,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-schema0_no_contraction-trainrep0,13.368636363636364,12.961363636363636,4,0.3686363636363641,-0.038636363636364024,0.8,0.18212121212121168,0.20833333333333215,1
counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0,seed-7fe8666539580bdb,0,schema1_noisy_rate_one_drop,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-schema1_noisy_rate_one_drop-trainrep0,13.550757575757576,13.169696969696968,5,0.5507575757575758,0.16969696969696813,1.0,0.18212121212121168,0.20833333333333215,1
