evaluation_id,run_id,instance_id,arm_id,numerator,denominator,schema_seed,seed_bundle_id,replicate_index,episode_index,controller_event_index,active_tier_before,active_tier_after,deepest_known_tier,selected_tier,selected_tier_executable,predicted_movement_direction,control_action,decision_pressure,training_due,action_consistent,blocked_reason,concrete_step_emitted,lift_attempt_emitted
counterpoint_contraction_fraction_sweep_diagnostics_v001,counterpoint_symbolic_n3_small_v001-no_contraction_control-schema0-rep0,counterpoint_symbolic_n3_small_v001,no_contraction_control,0,18,0,seed-7fe8666539580bdb,0,0,0,0,0,0,0,True,at_selected,explore,1.0,False,True,,True,True
counterpoint_contraction_fraction_sweep_diagnostics_v001,counterpoint_symbolic_n3_small_v001-no_contraction_control-schema0-rep0,counterpoint_symbolic_n3_small_v001,no_contraction_control,0,18,0,seed-7fe8666539580bdb,0,0,1,0,0,0,0,True,at_selected,explore,0.8,False,True,,True,True
counterpoint_contraction_fraction_sweep_diagnostics_v001,counterpoint_symbolic_n3_small_v001-no_contraction_control-schema0-rep0,counterpoint_symbolic_n3_small_v001,no_contraction_control,0,18,0,seed-7fe8666539580bdb,0,0,2,0,0,0,0,True,at_selected,explore,0.6,False,True,,True,True
counterpoint_contraction_fraction_sweep_diagnostics_v001,counterpoint_symbolic_n3_small_v001-no_contraction_control-schema0-rep0,counterpoint_symbolic_n3_small_v001,no_contraction_control,0,18,0,seed-7fe8666539580bdb,0,0,3,0,0,0,0,True,at_selected,explore,0.4,False,True,,True,True
counterpoint_contraction_fraction_sweep_diagnostics_v001,counterpoint_symbolic_n3_small_v001-no_contraction_control-schema0-rep0,counterpoint_symbolic_n3_small_v001,no_contraction_control,0,18,0,seed-7fe8666539580bdb,0,0,4,0,0,0,0,True,at_selected,train,0.2,True,True,,False,False
counterpoint_contraction_fraction_sweep_diagnostics_v001,counterpoint_symbolic_n3_small_v001-no_contraction_control-schema0-rep0,counterpoint_symbolic_n3_small_v001,no_contraction_control,0,18,0,seed-7fe8666539580bdb,0,0,5,0,0,0,0,True,at_selected,explore,0.29166666666666663,False,True,,True,True
counterpoint_contraction_fraction_sweep_diagnostics_v001,counterpoint_symbolic_n3_small_v001-no_contraction_control-schema0-rep0,counterpoint_symbolic_n3_small_v001,no_contraction_control,0,18,0,seed-7fe8666539580bdb,0,0,6,0,0,0,,,no_executable_unclosed,exploit_execute,0.2,False,True,no_executable_unclosed,True,True
counterpoint_contraction_fraction_sweep_diagnostics_v001,counterpoint_symbolic_n3_small_v001-no_contraction_control-schema0-rep0,counterpoint_symbolic_n3_small_v001,no_contraction_control,0,18,0,seed-7fe8666539580bdb,0,0,7,0,0,0,,,no_executable_unclosed,exploit_execute,0.2,False,True,no_executable_unclosed,True,True
