evaluation_id,run_id,instance_id,arm_id,numerator,denominator,requested_rate,selector_rule_id,schema_seed,replicate_index,status,selected_edge_count,selected_edge_share,selected_source_share,zero_selected_source_count,selection_sets_equal,first_projection_largest_state_cell_share,full_first_projection_collapse,near_full_first_projection_collapse,selected_tier_non_executability_count,no_available_action_count,zero_concrete_steps,missing_abc_context,structural_limit_classification
counterpoint_noisy_rate_contraction_diagnostics_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-no_contraction_control-schema0-rep0,counterpoint_symbolic_n3_wide_20_108_span18_v001,no_contraction_control,0,1,0.0,no_contraction_control,0,0,success,0,0.0,0.0,3580,True,,False,False,0,0,False,False,diagnostic_complete
counterpoint_noisy_rate_contraction_diagnostics_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-rep0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_018,1,18,0.05555555555555555,counterpoint_sha256_edge_threshold_v001,0,0,success,2800,0.05694297567721467,0.5402234636871508,1646,True,0.5865921787709497,False,False,0,0,True,False,zero_concrete_steps
