suite_id,stage_id,run_label,artifact_root,status
plate_support_standard_gauntlet_v001,plate_support_gauntlet_structural_tower_diagnostics_v001,smoke_001,/Users/foster/big_boy_benchmarking/docs/evaluations/plate_support_5x5_default_v001/standard_gauntlet/artifacts/smoke_001,complete
plate_support_standard_gauntlet_v001,plate_support_gauntlet_contraction_schema_sweep_v001,smoke_001,/Users/foster/big_boy_benchmarking/docs/evaluations/plate_support_5x5_default_v001/standard_gauntlet/artifacts/smoke_001,complete
plate_support_standard_gauntlet_v001,plate_support_gauntlet_candidate_discovery_v001,smoke_001,/Users/foster/big_boy_benchmarking/docs/evaluations/plate_support_5x5_default_v001/standard_gauntlet/artifacts/smoke_001,complete
plate_support_standard_gauntlet_v001,plate_support_gauntlet_tower_training_health_v001,smoke_001,/Users/foster/big_boy_benchmarking/docs/evaluations/plate_support_5x5_default_v001/standard_gauntlet/artifacts/smoke_001,complete
plate_support_standard_gauntlet_v001,plate_support_gauntlet_threshold_frontier_calibration_v001,smoke_001,/Users/foster/big_boy_benchmarking/docs/evaluations/plate_support_5x5_default_v001/standard_gauntlet/artifacts/smoke_001,complete
plate_support_standard_gauntlet_v001,plate_support_gauntlet_paired_replicate_comparison_v001,smoke_001,/Users/foster/big_boy_benchmarking/docs/evaluations/plate_support_5x5_default_v001/standard_gauntlet/artifacts/smoke_001,complete
plate_support_standard_gauntlet_v001,plate_support_gauntlet_readout_system_learning_v001,smoke_001,/Users/foster/big_boy_benchmarking/docs/evaluations/plate_support_5x5_default_v001/standard_gauntlet/artifacts/smoke_001,complete
