evaluation_id,instance_id,selector_rule_id,schema_seed,first_full_collapse_arm_id,first_full_collapse_rate,first_near_collapse_arm_id,first_near_collapse_rate,last_nontrivial_arm_id,last_nontrivial_rate,first_high_source_coverage_arm_id,first_high_source_coverage_rate,source_coverage_at_first_full_collapse,selected_edge_share_at_first_full_collapse,selected_edge_count_at_first_full_collapse,useful_coalescence_count_at_first_full_collapse,first_singleton_edge_index_at_first_full_collapse,sweep_verdict
counterpoint_noisy_rate_contraction_diagnostics_v001,counterpoint_symbolic_n3_small_v001,counterpoint_sha256_edge_threshold_v001,0,,,,,p001_over_018,0.05555555555555555,,,0.0,,,,,no_collapse
counterpoint_noisy_rate_contraction_diagnostics_v001,counterpoint_symbolic_n3_small_v001,counterpoint_sha256_edge_threshold_v001,1,,,,,p001_over_018,0.05555555555555555,,,0.0,,,,,no_collapse
counterpoint_noisy_rate_contraction_diagnostics_v001,counterpoint_symbolic_n3_small_v001,counterpoint_sha256_edge_threshold_v001,2,,,,,p001_over_018,0.05555555555555555,,,0.0,,,,,no_collapse
