pair_id,arm_id,arm_type,candidate_id,schema_id,run_id,segment_name,duration_seconds
pairrep002,plate_support_direct_concrete_baseline,direct_concrete_baseline,direct_baseline,no_contraction,smoke_001-pairrep002-plate-support-direct-concrete-baseline,run_total,0.8838700420456007
