evaluation_id,run_id,run_mode,candidate_group_id,schema_class_id,candidate_id,instance_id,arm_id,schema_seed,training_replicate_index,status,hit_status,first_sustained_hit_episode_index,episodes_to_sustained_hit,mean_total_reward,concrete_step_count,lift_success_count,learner_update_count,structural_limit_classification,artifact_root,failure_reason
counterpoint_second_serious_schema_comparison_v001,counterpoint_symbolic_n3_small_v001-p001_over_144-schema0-schema0_no_contraction-trainrep0,smoke_schema_comparison_first_sustained_hit,counterpoint_symbolic_n3_small_v001-p001_over_144-schema0,schema0_no_contraction,counterpoint_symbolic_n3_small_v001-p001_over_144-schema0-schema0,counterpoint_symbolic_n3_small_v001,schema0_no_contraction,0,0,success,sustained_hit,4,5,12.986458333333333,64,64,80,ok,/Users/foster/big_boy_benchmarking/docs/evaluations/counterpoint_symbolic_v001/second_serious_schema_comparison/artifacts/smoke_001,
