suite_id,stage_id,run_label,status,started_at,ended_at,artifact_schema_version
plate_support_standard_gauntlet_v001,plate_support_gauntlet_threshold_frontier_calibration_v001,smoke_001,complete,2026-06-07T15:50:41.395180+00:00,2026-06-07T15:50:41.395189+00:00,bbb.v001
