evaluation_id,candidate_group_id,schema1_candidate_id,instance_id,arm_id,numerator,denominator,requested_rate,selector_rule_id,schema_seed,tier_state_cell_count_sequence,tier_active_action_cell_count_sequence,parent_training_health_class,parent_concrete_step_count,parent_learner_update_count,selected,exclusion_reason
counterpoint_second_serious_schema_comparison_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_018,1,18,0.05555555555555555,counterpoint_sha256_edge_threshold_v001,0,"[3580, 1035, 729, 555, 435, 354, 297, 240, 217, 185, 160, 141, 123, 110, 98, 82, 76, 69, 62, 59, 54, 50, 47, 45, 42, 39, 37, 32, 31, 30, 25, 22, 19]","[49172, 24258, 19716, 15863, 12936, 11067, 9702, 7968, 7388, 6564, 5425, 4920, 4469, 4007, 3643, 3124, 2924, 2459, 2239, 2060, 1863, 1754, 1677, 1515, 1420, 1245, 1185, 918, 842, 830, 745, 643, 504]",trainable_clean,32,40,True,
