suite_id,stage_id,environment_instance_id,ready_for_schema_sweep,ready_for_candidate_discovery,ready_for_training_health,ready_for_threshold_calibration,ready_for_paired_comparison,blocking_reason,candidate_state_count,valid_state_count,reachable_state_count,valid_nonself_edge_count,invalid_move_count,valid_self_transition_count,shortest_path_length,default_schema_max_depth,flat_schema_max_depth,training_surfaces_available,claim_boundary
plate_support_standard_gauntlet_v001,plate_support_gauntlet_structural_tower_diagnostics_v001,plate_support_5x5_default_v001,True,False,False,False,False,,2700,89,89,388,496,184,6,2,1,True,Stage 1 diagnostic readiness only; no learning claim
