candidate_id,schema_id,run_count,concrete_step_count,valid_step_count,invalid_move_count,self_transition_count,terminal_step_count
plate_support_candidate:source_local_ratio:0:342448ef2e,plate_support_schema_source_local_ratio_001_over_018_v001,2,1546,1546,0,0,2
