candidate_id,schema_id,episode_count,success_count,concrete_step_count,lift_success_count,learner_update_count,runtime_failure_count,blocked_controller_step_count,artifact_complete,health_status,health_reason
plate_support_candidate:source_local_ratio:0:342448ef2e,plate_support_schema_source_local_ratio_001_over_018_v001,32,2,1546,1546,1546,0,0,1,trainable_clean,"concrete steps, lift success, and learner updates observed"
