candidate_id,schema_id,learner_update_count,mean_abs_td_error,max_abs_td_error
plate_support_candidate:source_local_ratio:0:342448ef2e,plate_support_schema_source_local_ratio_001_over_018_v001,1546,1.1503998030049312,100.0
