candidate_id,schema_id,health_status,allowed_downstream_stage,stage5_threshold_frontier_calibration,stage6_paired_replicate_comparison,source_artifact_root
plate_support_candidate:source_local_ratio:0:342448ef2e,plate_support_schema_source_local_ratio_001_over_018_v001,trainable_clean,stage5_threshold_frontier_calibration,allowed,allowed_after_stage5,/Users/foster/big_boy_benchmarking/docs/evaluations/plate_support_5x5_default_v001/standard_gauntlet/artifacts/smoke_001/stages/contraction_schema_sweep
