calibration_arm_id,calibration_arm_type,candidate_id,schema_id,schema_mode,ratio_numerator,ratio_denominator,max_iterations,selector_rule_id,selection_mode,max_depth,nontrivial_tier_count,episode_count,replicate_count,success_count,success_rate,mean_total_reward,median_total_reward,min_total_reward,max_total_reward,mean_step_count,first_hit_episode_global,trace_source
tower_candidate_0,selected_trainable_candidate_reused_stage4_trace,plate_support_candidate:source_local_ratio_iterated:0:c8b8935b4c,plate_support_schema_source_local_ratio_iterated_001_over_144_i032_v001,source_local_ratio_iterated,1,144,32,plate_support_source_local_iterated_stable_rate_v001,quotient_source_representative_stable_rate,18,17,32,2,3,0.09375,-39.21875,-50.0,-50.0,79.0,48.6875,2,stage4_training_health
