suite_id,stage_id,run_label,environment_family_id,environment_instance_id,upstream_smoke_id,upstream_module,linearization_mode_id,readiness_source,readiness_artifact_root,environment_doc,artifact_root,state_collapser_dependency_status
plate_support_standard_gauntlet_v001,plate_support_gauntlet_structural_tower_diagnostics_v001,smoke_001,plate_support,plate_support_5x5_default_v001,plate_support_env,state_collapser.examples.plate_support_env,tensor_available_disabled,/Users/foster/big_boy_benchmarking/docs/environments/plate_support_5x5_default_v001/readiness/dev_001/readout_source.json,/Users/foster/big_boy_benchmarking/docs/environments/plate_support_5x5_default_v001/readiness/dev_001,/Users/foster/big_boy_benchmarking/docs/environments/plate_support_5x5_default_v001.md,/Users/foster/big_boy_benchmarking/docs/evaluations/plate_support_5x5_default_v001/standard_gauntlet/artifacts/smoke_001,ok
