evaluation_id,run_id,run_mode,candidate_group_id,schema_class_id,candidate_id,instance_id,arm_id,schema_seed,seed_bundle_id,training_replicate_index,episode_index,controller_event_index,active_tier,success,td_error,update_reason
counterpoint_second_serious_schema_comparison_v001,counterpoint_symbolic_n3_small_v001-p001_over_018-schema0-schema1_noisy_rate_one_drop-trainrep0,smoke_schema_comparison_first_sustained_hit,counterpoint_symbolic_n3_small_v001-p001_over_018-schema0,schema1_noisy_rate_one_drop,counterpoint_symbolic_n3_small_v001-p001_over_018-schema0,counterpoint_symbolic_n3_small_v001,p001_over_018,0,seed-7fe8666539580bdb,0,0,4,4,False,0.0,runtime_learner_summary
counterpoint_second_serious_schema_comparison_v001,counterpoint_symbolic_n3_small_v001-p001_over_018-schema0-schema1_noisy_rate_one_drop-trainrep0,smoke_schema_comparison_first_sustained_hit,counterpoint_symbolic_n3_small_v001-p001_over_018-schema0,schema1_noisy_rate_one_drop,counterpoint_symbolic_n3_small_v001-p001_over_018-schema0,counterpoint_symbolic_n3_small_v001,p001_over_018,0,seed-7fe8666539580bdb,0,0,5,4,False,0.0,runtime_learner_summary
counterpoint_second_serious_schema_comparison_v001,counterpoint_symbolic_n3_small_v001-p001_over_018-schema0-schema1_noisy_rate_one_drop-trainrep0,smoke_schema_comparison_first_sustained_hit,counterpoint_symbolic_n3_small_v001-p001_over_018-schema0,schema1_noisy_rate_one_drop,counterpoint_symbolic_n3_small_v001-p001_over_018-schema0,counterpoint_symbolic_n3_small_v001,p001_over_018,0,seed-7fe8666539580bdb,0,0,6,4,False,0.0,runtime_learner_summary
counterpoint_second_serious_schema_comparison_v001,counterpoint_symbolic_n3_small_v001-p001_over_018-schema0-schema1_noisy_rate_one_drop-trainrep0,smoke_schema_comparison_first_sustained_hit,counterpoint_symbolic_n3_small_v001-p001_over_018-schema0,schema1_noisy_rate_one_drop,counterpoint_symbolic_n3_small_v001-p001_over_018-schema0,counterpoint_symbolic_n3_small_v001,p001_over_018,0,seed-7fe8666539580bdb,0,0,7,4,False,0.0,runtime_learner_summary
counterpoint_second_serious_schema_comparison_v001,counterpoint_symbolic_n3_small_v001-p001_over_018-schema0-schema1_noisy_rate_one_drop-trainrep0,smoke_schema_comparison_first_sustained_hit,counterpoint_symbolic_n3_small_v001-p001_over_018-schema0,schema1_noisy_rate_one_drop,counterpoint_symbolic_n3_small_v001-p001_over_018-schema0,counterpoint_symbolic_n3_small_v001,p001_over_018,0,seed-7fe8666539580bdb,0,0,8,4,True,0.0,runtime_learner_summary
counterpoint_second_serious_schema_comparison_v001,counterpoint_symbolic_n3_small_v001-p001_over_018-schema0-schema1_noisy_rate_one_drop-trainrep0,smoke_schema_comparison_first_sustained_hit,counterpoint_symbolic_n3_small_v001-p001_over_018-schema0,schema1_noisy_rate_one_drop,counterpoint_symbolic_n3_small_v001-p001_over_018-schema0,counterpoint_symbolic_n3_small_v001,p001_over_018,0,seed-7fe8666539580bdb,0,0,9,4,False,0.0,runtime_learner_summary
counterpoint_second_serious_schema_comparison_v001,counterpoint_symbolic_n3_small_v001-p001_over_018-schema0-schema1_noisy_rate_one_drop-trainrep0,smoke_schema_comparison_first_sustained_hit,counterpoint_symbolic_n3_small_v001-p001_over_018-schema0,schema1_noisy_rate_one_drop,counterpoint_symbolic_n3_small_v001-p001_over_018-schema0,counterpoint_symbolic_n3_small_v001,p001_over_018,0,seed-7fe8666539580bdb,0,0,10,4,False,0.0,runtime_learner_summary
counterpoint_second_serious_schema_comparison_v001,counterpoint_symbolic_n3_small_v001-p001_over_018-schema0-schema1_noisy_rate_one_drop-trainrep0,smoke_schema_comparison_first_sustained_hit,counterpoint_symbolic_n3_small_v001-p001_over_018-schema0,schema1_noisy_rate_one_drop,counterpoint_symbolic_n3_small_v001-p001_over_018-schema0,counterpoint_symbolic_n3_small_v001,p001_over_018,0,seed-7fe8666539580bdb,0,0,11,4,False,0.0,runtime_learner_summary
counterpoint_second_serious_schema_comparison_v001,counterpoint_symbolic_n3_small_v001-p001_over_018-schema0-schema1_noisy_rate_one_drop-trainrep0,smoke_schema_comparison_first_sustained_hit,counterpoint_symbolic_n3_small_v001-p001_over_018-schema0,schema1_noisy_rate_one_drop,counterpoint_symbolic_n3_small_v001-p001_over_018-schema0,counterpoint_symbolic_n3_small_v001,p001_over_018,0,seed-7fe8666539580bdb,0,0,12,4,True,0.0,runtime_learner_summary
counterpoint_second_serious_schema_comparison_v001,counterpoint_symbolic_n3_small_v001-p001_over_018-schema0-schema1_noisy_rate_one_drop-trainrep0,smoke_schema_comparison_first_sustained_hit,counterpoint_symbolic_n3_small_v001-p001_over_018-schema0,schema1_noisy_rate_one_drop,counterpoint_symbolic_n3_small_v001-p001_over_018-schema0,counterpoint_symbolic_n3_small_v001,p001_over_018,0,seed-7fe8666539580bdb,0,0,13,4,False,0.0,runtime_learner_summary
