threshold_value,threshold_label,schema_class_id,run_count,sustained_hit_count,transient_hit_count,never_hit_count,artifact_incomplete_count,sustained_hit_rate,median_episodes_to_sustained_hit,mean_episodes_to_sustained_hit,post_hit_window_mean,post_hit_window_min,post_hit_window_success_count,threshold_margin_mean,threshold_margin_min,threshold_success_fraction,passes_frontier_threshold
12.0,r012000,schema0_no_contraction,1,0,0,0,0,0.0,,,,,,,,0.0,False
12.0,r012000,schema1_noisy_rate_one_drop,1,0,0,0,0,0.0,,,,,,,,0.0,False
13.0,r013000,schema0_no_contraction,1,0,0,0,0,0.0,,,,,,,,0.0,False
13.0,r013000,schema1_noisy_rate_one_drop,1,0,0,0,0,0.0,,,,,,,,0.0,False
