candidate_group_id,threshold_count,highest_shared_passing_threshold,highest_schema0_passing_threshold,highest_schema1_passing_threshold,schema1_only_passing_thresholds,schema0_only_passing_thresholds,schema1_frontier_minus_schema0_frontier,schema1_margin_win_count,schema1_margin_loss_count,schema1_margin_same_count,blocked_threshold_count,lift_failure_threshold_count,recommended_replicate_probe_threshold,claim_status,bounded_claim_text
counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0,2,,,,,,,0,0,0,2,0,13.0,frontier_blocked_by_artifacts,Artifact or sustained-hit failures block the frontier claim.
