arm_id,candidate_id,schema_id,tier,controller_step_count,controller_step_share
plate_support_selected_tower_candidate:plate_support_candidate:source_local_ratio:0:342448ef2e,plate_support_candidate:source_local_ratio:0:342448ef2e,plate_support_schema_source_local_ratio_001_over_018_v001,0,152,0.024111675126903553
plate_support_selected_tower_candidate:plate_support_candidate:source_local_ratio:0:342448ef2e,plate_support_candidate:source_local_ratio:0:342448ef2e,plate_support_schema_source_local_ratio_001_over_018_v001,1,6152,0.9758883248730964
