arm_id,candidate_id,schema_id,episode_count,target_hit_rate,mean_total_reward,comparison_role
plate_support_selected_tower_candidate:plate_support_candidate:source_local_ratio:0:342448ef2e,plate_support_candidate:source_local_ratio:0:342448ef2e,plate_support_schema_source_local_ratio_001_over_018_v001,128,0.046875,-44.515625,selected_tower_candidate
