candidate_id,schema_id,health_status,episode_count,success_count,source_training_health_stage
plate_support_candidate:source_local_ratio:0:342448ef2e,plate_support_schema_source_local_ratio_001_over_018_v001,trainable_clean,32,2,plate_support_gauntlet_tower_training_health_v001
