arm_id,candidate_id,schema_id,tier,lift_success_count,mean_executable_lift_count
plate_support_selected_tower_candidate:plate_support_candidate:source_local_ratio:0:342448ef2e,plate_support_candidate:source_local_ratio:0:342448ef2e,plate_support_schema_source_local_ratio_001_over_018_v001,0,152,1.0
plate_support_selected_tower_candidate:plate_support_candidate:source_local_ratio:0:342448ef2e,plate_support_candidate:source_local_ratio:0:342448ef2e,plate_support_schema_source_local_ratio_001_over_018_v001,1,6152,1.0
